rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Inpatient Revenue,Outpatient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio
757957,371304,MERCY HOSPITAL TISHOMINGO,1000 SOUTH BYRD,TISHOMINGO,OK,73460,JOHNSTON,99937,R,CAH,1,1,2022-07-01,2023-06-30,64,25,9125,265139,610828,590967,590967,5566431,3374009,206291,9366977,6528055,9791734,16319789,,,,6684447,11917589,9347364,9254672,8940440,314232,335345,649577,,649577,0.573964
757959,371319,COAL COUNTY GENERAL HOSPITAL,6 NORTH COVINGTON,COALGATE,OK,74538,COAL,99937,R,CAH,1,2,2022-07-01,2023-06-30,57.5,20,7300,,,,,4555144,5473018,93369,8992977,6958253,8422127,15380380,,,,5237979,9452420,9217834,5472565,10028162,-4555597,2911811,-1643786,,-1643786,0.584704
757960,371338,HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT,HOLLIS,OK,73550-0791,,99937,R,CAH,1,13,2022-07-01,2023-06-30,57.08,22,8030,35306,480842,371510,1408663,2783938,4091490,181404,7952996,5911006,4978166,10889172,,,,5947571,5053015,4668838,6331748,6875428,-543680,294041,-249639,,-249639,0.730358
757961,371341,SHARE MEDICAL CENTER,809 SHARE DRIVE,ALVA,OK,73717,WOODS,99937,R,CAH,1,13,2022-07-01,2023-06-30,78.33,25,9125,110595,310000,317194,1529267,6179200,7465190,692888,12370915,1991874,16435194,18427068,,,,1991874,18217739,10832332,9377281,13644390,-4267109,3581359,-685750,,-685750,0.671345
757962,381319,ST. ANTHONY HOSPITAL,2801 ST. ANTHONY WAY,PENDLETON,OR,97801-3297,UMATILLA,99938,R,CAH,1,2,2022-07-01,2023-06-30,281.45,25,9125,654395,4320356,2407523,4488914,35271143,57930572,6754452,77481918,32792483,154627964,187420447,,,,32792482,165018464,104623293,93187653,93201715,-14062,13928643,13914581,,13914581,0.413412
757963,390004,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,25420,U,STH,1,2,2022-07-01,2023-06-30,1074.83,231,84315,4591881,12353562,7249540,7610888,93884195,204153742,23125627,273765439,647238932,650305443,1297544375,22240005,93884195,626424,669992479,647882355,1022808747,295066087,298038186,-2972099,13391767,10419668,,10419668,0.210987
757964,390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,MONTOUR,14100,R,STH,1,2,2022-07-01,2023-06-30,5289.93,525,184557,22606238,23329062,25441418,88109143,403219670,1113925818,30807064,1294024130,4229633739,6999721759,11229355498,111327972,403900115,69808161,4229634331,6998885088,9645973481,1582545938,1517145488,65400450,106694682,172095132,19390448,152704684,0.115236
757965,390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105-2595,,35260,U,STH,1,2,2022-07-01,2023-06-30,705.59,134,39464,1747247,2659382,2459249,10911311,47637488,101921461,8008264,126576622,161669682,319830833,481500515,10343313,47350279,4910945,159721800,321799365,366443920,115077245,149558949,-34481704,6675680,-27806024,,-27806024,0.26288
757967,390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,-15212,ALLEGHENY,38300,U,STH,1,2,2022-07-01,2023-06-30,3066.44,528,187631,2865657,9177809,4815925,12811753,222719732,698346074,42308204,764039128,2237009933,1460575833,3697585766,58709831,227411767,47794654,2237009932,1460575834,2777852188,919733578,921065806,-1332228,82146219,80813991,,80813991,0.206632
757968,390079,ROBERT PACKER HOSPITAL,GUTHRIE SQUARE,SAYRE,PA,18840,BEDFORD,99939,R,STH,1,2,2022-07-01,2023-06-30,1521.27,252,91980,2608263,12302213,5286851,17418391,122201687,359413788,22573600,377815480,742118050,1042764597,1784882647,25909720,122201687,,752616916,1087306630,1368112608,471810938,481615475,-9804537,45837475,36032938,733318,35299620,0.211675
757969,390096,ST. JOSEPH MEDICAL CENTER,2500 BERNVILLE RD,READING,PA,19603-0316,BERKS,39740,R,STH,1,2,2022-07-01,2023-06-30,1768.94,132,48180,3930771,13149471,6585866,6585866,95845938,194642377,17254474,259918225,442849768,897913205,1340762973,25978300,95845938,7398333,455796508,906743029,1027774056,334765481,290488315,44277166,10331724,54608890,,54608890,0.193858
757970,390110,MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,CAMBRIA,27780,U,STH,1,4,2022-07-01,2023-06-30,1979.75,241,87903,1316135,10544412,3785603,7147367,178954725,362679268,66620022,278665577,605145213,627925357,1233070570,20580849,176854812,13718610,605145468,846813307,1016863327,435095448,527548996,-92453548,39467130,-52986418,,-52986418,0.225993
757971,390114,UPMC MAGEE-WOMENS HOSPITAL,300 HALKET ST,PITTSBURGH,PA,15213-3180,ALLEGHENY,38300,U,STH,1,2,2022-07-01,2023-06-30,2717.92,347,124330,4994053,803081,5236709,5236709,193923472,935007461,24077217,694152096,1200401531,4555469329,5755870860,45617152,193404201,18022576,924491669,4547155855,4560827226,910820298,1128930933,-218110635,83647890,-134462745,-4860,-134457885,0.120599
757972,390146,WARREN GENERAL HOSPITAL,2 CRESCENT PARK WEST,WARREN,PA,16365,WARREN,99939,R,STH,1,2,2022-07-01,2023-06-30,406.62,85,31025,477537,2656644,1299315,5353534,36017480,61526805,215452,74408572,46328344,196550255,242878599,9380121,36017480,6447042,63831106,207520968,189117916,82234158,97544285,-15310127,16287948,977821,,977821,0.306361
757973,390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,,21500,U,STH,1,2,2022-07-01,2023-06-30,393.56,124,45260,697166,1626298,1315682,5277874,27829138,51815470,1399250,49724805,59408575,71101128,130509703,5379773,27829138,4391949,67149677,94016588,98996505,62169760,79644608,-17474848,11776518,-5698330,,-5698330,0.381005
757975,390325,OSS ORTHOPAEDIC HOSPITAL,1861 POWDER MILL ROAD,YORK,PA,17402,YORK,49620,U,STH,1,5,2022-07-01,2023-06-30,644.65,30,10950,2722,2127326,838198,3470356,71379902,85480323,1140067,118067372,53373583,247096176,300469759,11754683,71379902,5983876,53373583,425664163,329633943,149403803,156860225,-7456422,4253537,-3202885,189235,-3392120,0.392943
757976,390326,ST LUKE HOSPITAL ANDERSON CAMPUS,1872 ST LUKES BOULEVARD,EASTON,PA,18045,NORTHHAMPTON,10900,U,STH,1,2,2022-07-01,2023-06-30,1536.18,193,68315,5535899,14313310,7107962,14933321,125631805,218511338,31964594,269632410,1257458494,1541755126,2799213620,36233505,125631805,1423245,1295917779,1620203303,2483118871,433002211,343958643,89043568,10031991,99075559,1075040,98000519,0.096324
757977,390329,EINSTEIN MEDICAL CENTER MONTGOMERY,559 WEST GERMANTOWN PIKE,EAST NORRITON,PA,19403,MONTGOMERY,33874,U,STH,1,2,2022-07-01,2023-06-30,1254.87,175,63875,367255,6002108,1689378,8551881,105255333,152041969,16869499,246587776,597036242,596088767,1193125009,22667353,105255333,1137133,597036240,596088768,916847606,276277402,257297302,18980100,13221921,32202021,,32202021,0.206674
757978,390335,ST LUKES HOSPITAL-CARBON CAMPUS,500 ST LUKES DRIVE,LEHIGHTON,PA,18235,CARBON,10900,U,STH,1,2,2022-07-01,2023-06-30,387,52,16004,1619720,3228813,2002318,7178067,33016821,46509517,10751452,69279942,304262130,354758867,659020997,10059562,33016821,533560,307695236,371559437,592806777,86447896,79458069,6989827,715813,7705640,677593,7028047,0.105126
757979,390337,GEISINGER MEDICAL CENTER MUNCY,225 ROUTE 220 HIGHWAY,MUNCY,PA,17756,LYCOMING,48700,U,STH,1,2,2022-07-01,2023-06-30,194.81,20,6612,1337982,17428,1343988,8660019,15299885,46216167,8375073,60265070,23117495,158785031,181902526,4472518,15299885,,23118397,158833589,131927937,50024049,61516052,-11492003,1699648,-9792355,,-9792355,0.331304
757980,393038,MAGEE REHABILITATION HOSPITAL,1513 RACE STREET,PHILADELPHIA,PA,-19102,PHILADELPHIA,37964,U,RH,5,2,2022-07-01,2023-06-30,487.95,83,30295,,,,,42257037,37642051,3818081,72257315,166172051,26163875,192335926,,,,166704972,25631082,130338843,61997211,81171820,-19174609,8480086,-10694523,,-10694523,
757981,400001,ASHFORD PRESBYTERIAN COMMUNITY CORP,1451 ASHFORD AVE.,SAN JUAN,PR,00902-0032,,41980,U,STH,1,2,2022-07-01,2023-06-30,599.77,152,55480,,85465,30228,565587,22104129,50192637,5267330,59226304,64368173,33326061,97694234,2971694,22104129,,64368173,33326061,34155756,63538478,72296766,-8758288,5719453,-3038835,,-3038835,0.606242
757985,430015,AVERA ST MARYS,801 E SIOUX AVENUE,PIERRE,SD,-57501,HUGHES,99943,R,STH,1,1,2022-07-01,2023-06-30,429.64,50,18250,820634,3563560,1767640,4261816,47736381,68436856,5236607,82463619,67861114,244520291,312381405,9866126,47736381,3965050,73581040,276927111,245484725,105023426,116173237,-11149811,7552765,-3597046,,-3597046,0.263984
757988,431326,MILBANK AREA HOSPITAL/AVERA HEALTH,301 FLYNN DRIVE,MILBANK,SD,-57252,GRANT,99943,U,CAH,1,1,2022-07-01,2023-06-30,67,25,9125,176300,686422,430644,499032,7774638,12922634,228731,19231906,8479919,43389561,51869480,,,,8900589,42418551,27334755,23984385,20697272,3287113,3119648,6406761,1,6406760,0.370775
757989,431331,AVERA DELLS AREA HOSPITAL,909 NORTH IOWA AVENUE,DELL RAPIDS,SD,-57022,MINNEHAHA,43620,U,CAH,1,2,2022-07-01,2023-06-30,58.49,23,8395,113212,77501,147378,147378,4840086,5550332,401085,9574847,2451808,18336784,20788592,,,,2446321,18908560,9174812,12180069,10390418,1789651,1465959,3255610,,3255610,0.460582
757990,431332,DE SMET MEMORIAL HOSPITAL,306 PRAIRIE AVE. SW,DE SMET,SD,-57231,KINGSBURY,99943,R,CAH,1,1,2022-07-01,2023-06-30,32.47,6,2190,44119,152058,102556,102556,3060776,3432893,423882,5970367,1916640,13586009,15502649,,,,1916640,14004088,7603041,8317687,6630845,1686842,116469,1803311,,1803311,0.385119
757991,431335,HURON REGIONAL MEDICAL CENTER,172 4TH ST SE,HURON,SD,57350,BEADLE,99943,R,CAH,1,2,2022-07-01,2023-06-30,290.47,25,9125,77849,4389342,1739566,1744316,22771718,29477214,3458937,42444507,21940554,90145682,112086236,,,,23631410,105251295,79526848,49355857,52248932,-2893075,4538539,1645464,52445,1593019,0.378677
757992,431337,AVERA HAND COUNTY MEMORIAL HOSPITAL,300 WEST 5TH STREET,MILLER,SD,-57362,HAND,99943,R,CAH,1,2,2022-07-01,2023-06-30,52.6,25,9125,25054,323478,163800,163800,4195408,4876698,226369,7614135,4159791,13592081,17751872,,,,4156457,13824080,8017980,9962557,9072106,890451,2718841,3609292,,3609292,0.42892
757993,431338,AVERA GREGORY HOSPITAL,400 PARK STREET,GREGORY,SD,57533-0408,GREGORY,99943,R,CAH,1,2,2022-07-01,2023-06-30,95.92,13,4745,235554,568184,542472,952187,9597393,11974153,1546485,19943272,8319396,28344100,36663496,,,,8321404,26631137,17481860,17470681,21571546,-4100865,2123795,-1977070,46165,-2023235,0.543954
757994,431340,AVERA QUEEN OF PEACE,501 NORTH FOSTER,MITCHELL,SD,-57301,DAVISON,99943,R,CAH,1,2,2022-07-21,2023-06-30,457.77,25,8625,159420,3106445,881899,973262,46502325,53420228,3905144,74299844,65255465,254236071,319491536,,,,66866938,290176812,234144992,122898758,130071189,-7172431,16724678,9552247,64293,9487954,0.232557
758004,450011,ST. JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DRIVE,BRYAN,TX,77802,BRAZOS,17780,U,STH,1,1,2022-07-01,2023-06-30,2135.7,298,108770,22323421,46255686,29367167,29532466,148021811,419014161,19128202,382045364,1136273467,1373002082,2509275549,35136408,148021811,6356113,1136948838,1436680499,2174633241,398996096,553341517,-154345421,60629809,-93715612,,-93715612,0.152253
758005,450021,BAYLOR UNIVERSITY MEDICAL CTR,3500 GASTON AVENUE,DALLAS,TX,-75246,DALLAS,19124,U,STH,1,1,2022-07-01,2023-06-30,4313.11,800,292000,90516134,122900323,123146337,123226643,381897653,871787277,42331640,1046999239,2820120552,1157497682,3977618234,84206689,391682362,19569360,2823591370,1149604344,2714275362,1258920352,1253684930,5235422,436171995,441407417,,441407417,0.263223
758007,450068,MEMORIAL HERMANN TEXAS MEDICAL CNTR,6411 FANNIN,HOUSTON,TX,77030,HARRIS,26420,R,STH,1,2,2022-07-01,2023-06-30,7248.32,1089,394065,115581867,124477807,139984600,147754079,702898789,1863932680,134971289,1976410287,6615666342,3686582509,10302248851,137396572,711483481,76142743,6699400192,3774768089,7833467612,2640700669,2566831318,73869351,78638287,152507638,,152507638,0.191843
758009,450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E. HOUSTON HWY,BEEVILLE,TX,-78102,BEE,99945,R,STH,1,1,2022-07-01,2023-06-30,171.76,40,14600,7679766,1032286,7859391,7882406,11578670,27436135,1741044,38230446,52141580,235354028,287495608,2129676,11578670,382052,52141580,235354028,252498879,34996729,39014805,-4018076,713053,-3305023,,-3305023,0.132977
758011,450184,MEMORIAL HERMANN  HOSPITAL SYS,1635 NORTH LOOP WEST,HOUSTON,TX,-77008,HARRIS,26420,U,STH,1,2,2022-07-01,2023-06-30,6961.96,1417,517205,176297543,209934647,218309993,219274286,661311219,1328088108,104070136,1893782089,4861117409,4846531276,9707648685,132877112,669005088,21728868,4909503593,4951928061,7716254252,2145177402,1989399325,155778077,27820376,183598453,,183598453,0.195081
758012,450196,PARIS REGIONAL MEDICAL CENTER,865 DESHONG DRIVE,PARIS,TX,75462,LAMAR,99945,R,STH,1,4,2022-07-01,2023-06-30,482.46,131,47815,4922234,18120178,8143317,8836591,38141992,84055864,7171681,106393376,293396133,335931183,629327316,7635795,38292542,2523164,290101668,339435056,498521694,131015030,124717602,6297428,3182108,9479536,,9479536,0.169059
758013,450237,SANTA ROSA HEALTHCARE,2827 BABCOCK ROAD,SAN ANTONIO,TX,78229,BEXAR,41700,U,STH,1,1,2022-07-01,2023-06-30,1899.95,387,141255,59960393,25199464,64584891,64825922,167640596,403906498,24926471,530649576,1381088958,1646376178,3027465136,30017521,167882704,6216053,1380785000,1646690051,2503410084,524064967,571547094,-47482127,5972518,-41509609,,-41509609,0.175279
758018,450460,TYLER COUNTY HOSPITAL,1100 WEST BLUFF,WOODVILLE,TX,75979,TYLER,99945,R,STH,1,11,2022-07-01,2023-06-30,84.69,25,9125,738022,1645791,1896288,1896288,5955165,9065340,550321,11538154,1865539,14517136,16382675,1119026,5605471,770939,1865539,14517136,8254275,8128400,15020505,-6892105,7098110,206005,65670,140335,0.70429
758020,450537,METHODIST RICHARDSON MEDICAL CENTER,2831 E. PRESIDENT GEORGE BUSH HWY,RICHARDSON,TX,75082,DALLAS,19124,U,STH,1,2,2022-07-01,2023-06-30,1269.46,247,90155,20006155,60675655,32278995,32376013,124421424,259014372,27894403,346479567,915579298,812216447,1727795745,20424138,124421424,19781319,933114403,860537749,1344491668,449160484,383435796,65724688,4274348,69999036,,69999036,0.200533
758023,450723,METHODIST CHARLTON MEDICAL CENTER,3500 WEST WHEATLAND RD,DALLAS,TX,75237-3464,DALLAS,19124,U,STH,1,2,2022-07-01,2023-06-30,1260.54,291,106215,27795447,59681640,39869613,39984994,109423926,215485978,23568211,288797653,778761834,667137434,1445899268,20047131,109423926,20932829,800721211,688058495,1195038793,293740913,324909904,-31168991,6673339,-24495652,-2861446,-21634206,0.199736
758024,450801,CHRISTUS ST MICHAEL,2600 ST MICHAEL DRIVE,TEXARKANA,TX,75503,BOWIE,45500,U,STH,1,1,2022-07-01,2023-06-30,1547.9,275,100375,24595586,10010073,26582065,26600876,121063504,296296375,15586246,371120149,895039071,1466528669,2361567740,24922058,121063504,4557489,895039071,1466528670,1924550980,437016761,417359879,19656882,16344233,36001115,,36001115,0.15715
758026,451305,BURLESON ST. JOSEPH HEALTH CENTER,1101 WOODSON,CALDWELL,TX,77836,BURLESON,17780,U,CAH,1,1,2022-07-01,2023-06-30,56.7,15,5475,1858076,3105750,2607276,2625227,5089575,8061602,325670,12717615,7812259,44907509,52719768,,,,7812259,44907509,40070825,12648943,13151177,-502234,790813,288579,,288579,0.24123
758027,451316,MADISON ST. JOSEPH HEALTH CENTER,100 WEST CROSS,MADISONVILLE,TX,77864,MADISON,99945,R,CAH,1,1,2022-07-01,2023-06-30,64.7,15,5475,2328190,3077137,2927733,2953477,5368200,8056072,286308,12584051,9350930,55236308,64587238,,,,9347364,55239874,50221760,14365478,13424272,941206,851573,1792779,,1792779,0.194838
758030,453036,BAYLOR INSTITUTE FOR REHABILITATION,909 NORTH WASHINGTON AVENUE,DALLAS,TX,75246-1520,DALLAS,19124,U,RH,5,4,2022-07-01,2023-06-30,348.74,92,33580,,,,,68529412,29051257,684898,135067675,101671802,218544914,320216716,2912569,68529412,34511,92951744,227264972,156293274,163923442,170131729,-6208287,43126866,36918579,-245323,37163902,
758031,453315,CHILDRENS HOSPITAL OF SAN ANTONIO,519 WEST HOUSTON STREET,SAN ANTONIO,TX,78207,BEXAR,41700,U,CH,7,1,2022-07-01,2023-06-30,1263.19,174,63510,,,,,98666672,288347870,18767103,319980294,616719148,711863915,1328583063,,,,616719147,711863914,952051352,376531709,387014542,-10482833,13489716,3006883,-35629,3042512,
758038,520033,ASPIRUS RIVERVIEW HOSPITAL & CLINICS,410 DEWEY STREET,WISCONSIN RAPIDS,WI,54495-8080,WOOD,99952,R,STH,1,2,2022-07-01,2023-06-30,518.63,44,16060,,686367,240228,8378239,48300420,91885724,6662575,128110047,87447093,308527424,395974517,9044988,48300420,3010915,94432842,347752929,280926950,161258821,140186144,21072677,8535051,29607728,-4920,29612648,0.323531
758040,530006,MEM. HOSPITAL OF SHERIDAN CTY.,1401 FIFTH ST.,SHERIDAN,WY,-82716,SHERIDAN,99953,R,STH,1,8,2022-07-01,2023-06-30,616.5,88,32120,2954981,8814314,6033772,9421254,63221659,72591606,5988882,91006121,78567090,181991061,260558151,10943032,63221659,489152,89883656,231962871,182812317,139034210,144627579,-5593369,3219691,-2373678,-39613,-2334065,0.349274
758041,530025,IVINSON MEMORIAL HOSPITAL,255 N. 30TH ST.,LARAMIE,WY,-82072,ALBANY,99953,R,STH,1,11,2022-07-01,2023-06-30,457.51,76,27740,1635195,6702774,4228025,5876107,42540868,74457759,7699475,85849131,47055407,173321761,220377168,10291793,42540868,5066332,50082747,191994886,113536137,128541496,116998627,11542869,22017097,33559966,,33559966,0.389555
758043,531315,SOUTH LINCOLN HOSPITAL DISTRICT,711 ONYX STREET,KEMMERER,WY,-83101,LINCOLN,99953,R,CAH,1,11,2022-07-01,2023-06-30,123.44,14,5110,239459,1702478,1555292,1816476,9257945,13572004,1272055,16523410,6661287,14717357,21378644,,,,6661287,19930696,8888020,17703963,22829949,-5125986,4197461,-928525,,-928525,0.772893
758044,21311,KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,AK,99901-5746,KETCHIKAN GATEWAY BOROUGH,99902,R,CAH,1,1,2022-07-01,2023-06-30,364.26,25,9125,3302495,2017798,4291016,7501853,40793852,61922313,4233754,88791284,42978247,109083021,152061268,,,,45190646,123126651,75885009,92432288,104519167,-12086879,2138830,-9948049,,-9948049,0.583918
758071,130007,ST. ALPHONSUS REGIONAL MED CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706-1309,ADA,14260,R,STH,1,1,2022-07-01,2023-06-30,3133.14,374,136510,13265837,31526453,23519208,29673850,316534332,477900607,37369193,597085820,976542510,862149972,1838692482,52468113,316534332,19894267,1058357017,1029693255,1362211496,725838776,794434939,-68596163,46459342,-22136821,423273,-22560094,0.324734
758072,131303,ONEIDA COUNTY HOSPITAL,150 NORTH 200 WEST,MALAD CITY,ID,83252-0126,ONEIDA,99913,R,CAH,1,9,2022-07-01,2023-06-30,61.8,11,4015,14152,237217,148824,454645,6116001,8712286,661160,14198625,5247711,15391913,20639624,,,,5309155,16467476,7562645,14213986,14828287,-614301,209931,-404370,,-404370,0.68793
758073,140088,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND AVENUE,CHICAGO,IL,60637,COOK,16984,R,STH,1,2,2022-07-01,2023-06-30,9373.18,686,250390,30989681,29751102,37358706,162190884,916644849,1805718169,111114945,1970422432,5463793351,5099292343,10563085694,215124003,958461866,21281134,5589376701,6174340443,9361590679,2402126465,2722373000,-320246535,405610535,85364000,,85364000,0.186539
758074,140180,PRESENCE SAINTS MARY & ELIZABETH MED,2233 WEST DIVISION STREET,CHICAGO,IL,60622,COOK,16984,R,STH,1,1,2022-07-01,2023-06-30,1010.6,266,108040,10725859,7574856,12647772,12647772,90127356,260990420,9973222,317146320,705976007,808004050,1513980057,15487291,90127356,4493609,705976007,810388904,1151796692,364568219,351117776,13450443,23575912,37026355,,37026355,0.209479
758075,141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DUQUOIN,IL,62832,PERRY,99914,R,CAH,1,2,2022-07-01,2023-06-30,198.88,25,9125,133388,2927327,1518312,2921581,14276021,18589637,959252,29588980,8097453,52112830,60210283,,,,8238000,54555642,32184235,30609407,32865658,-2256251,2433392,177141,1461,175680,0.491427
758076,141346,FAYETTE COUNTY HOSPITAL,SEVENTH & TAYLOR,VANDALIA,IL,-62471,FAYETTE,99914,R,CAH,1,2,2022-07-01,2023-06-30,163.42,25,9125,325386,3617370,1678013,6201142,16503255,23386902,1214021,37072717,11837057,86979224,98816281,,,,12327796,98727180,73068621,37986355,39890157,-1903802,1510615,-393187,,-393187,0.375168
758085,161300,MERCYONE PRIMGHAR MEDICAL CENTER,235 N WELCH AVE,PRIMGHAR,IA,51245,OBRIEN,99916,R,CAH,1,1,2022-07-01,2023-06-30,27.31,14,5110,226178,108602,371431,880655,4078492,4616220,30285,10666672,403687,7461739,7865426,,,,431908,7470646,349211,7553343,8694712,-1141369,114771,-1026598,222107,-1248705,1.356147
758086,161308,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVE EAST,HAMPTON,IA,-50441,FRANKLIN,99916,R,CAH,1,9,2022-07-01,2023-06-30,78.68,25,9125,11709,509227,336255,809799,8092299,18255184,1888002,24842629,8283650,30695573,38979223,,,,8520074,31387849,16023967,23883956,26856710,-2972754,4652458,1679704,,1679704,0.63733
758089,170105,MCPHERSON HOSPITAL  INC.,1000 HOSPITAL DRIVE,MCPHERSON,KS,67460,MCPHERSON,99917,R,STH,1,2,2022-07-01,2023-06-30,250.59,37,13505,178253,3895062,1614189,2696228,24613314,20851047,1982190,39722363,19038567,88698039,107736606,2353304,20324619,4764179,19077839,92895271,74395430,37577680,45464361,-7886681,4279004,-3607677,,-3607677,0.368699
